5_week_before,4_week_before,3_week_before,2_week_before,1_week_before,target
0.0,0.0,0.0,32.9288277047337,0.0,25.687189055016887
0.0,0.0,32.9288277047337,0.0,25.687189055016887,-20.437396403043806
0.0,32.9288277047337,0.0,25.687189055016887,-20.437396403043806,25.687189055016887
32.9288277047337,0.0,25.687189055016887,-20.437396403043806,25.687189055016887,0.0
0.0,25.687189055016887,-20.437396403043806,25.687189055016887,0.0,0.0
25.687189055016887,-20.437396403043806,25.687189055016887,0.0,0.0,0.0
-20.437396403043806,25.687189055016887,0.0,0.0,0.0,19.709063991233073
25.687189055016887,0.0,0.0,0.0,19.709063991233073,-16.464136744629855
0.0,0.0,0.0,19.709063991233073,-16.464136744629855,0.0
0.0,0.0,19.709063991233073,-16.464136744629855,0.0,0.0
0.0,19.709063991233073,-16.464136744629855,0.0,0.0,19.709063991233073
19.709063991233073,-16.464136744629855,0.0,0.0,19.709063991233073,0.0
-16.464136744629855,0.0,0.0,19.709063991233073,0.0,-0.30504149012609577
0.0,0.0,19.709063991233073,0.0,-0.30504149012609577,0.0
0.0,19.709063991233073,0.0,-0.30504149012609577,0.0,0.0
19.709063991233073,0.0,-0.30504149012609577,0.0,0.0,0.0
0.0,-0.30504149012609577,0.0,0.0,0.0,0.0
-0.30504149012609577,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,17.43078053451138
0.0,0.0,0.0,0.0,17.43078053451138,0.0
0.0,0.0,0.0,17.43078053451138,0.0,0.0
0.0,0.0,17.43078053451138,0.0,0.0,0.0
0.0,17.43078053451138,0.0,0.0,0.0,0.0
17.43078053451138,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,14.063183908706867
0.0,0.0,0.0,0.0,14.063183908706867,-12.329292789128756
0.0,0.0,0.0,14.063183908706867,-12.329292789128756,14.25825071707314
0.0,0.0,14.063183908706867,-12.329292789128756,14.25825071707314,11.96555985430669
0.0,14.063183908706867,-12.329292789128756,14.25825071707314,11.96555985430669,0.0
14.063183908706867,-12.329292789128756,14.25825071707314,11.96555985430669,0.0,11.450321987234945
-12.329292789128756,14.25825071707314,11.96555985430669,0.0,11.450321987234945,0.0
14.25825071707314,11.96555985430669,0.0,11.450321987234945,0.0,-10.273924545993161
11.96555985430669,0.0,11.450321987234945,0.0,-10.273924545993161,11.450321987234945
0.0,11.450321987234945,0.0,-10.273924545993161,11.450321987234945,9.588858347753423
11.450321987234945,0.0,-10.273924545993161,11.450321987234945,9.588858347753423,-8.749847833367811
0.0,-10.273924545993161,11.450321987234945,9.588858347753423,-8.749847833367811,0.0
-10.273924545993161,11.450321987234945,9.588858347753423,-8.749847833367811,0.0,9.588858347753423
11.450321987234945,9.588858347753423,-8.749847833367811,0.0,9.588858347753423,0.0
9.588858347753423,-8.749847833367811,0.0,9.588858347753423,0.0,-8.749847833367811
-8.749847833367811,0.0,9.588858347753423,0.0,-8.749847833367811,0.0
0.0,9.588858347753423,0.0,-8.749847833367811,0.0,19.862782893746584
9.588858347753423,0.0,-8.749847833367811,0.0,19.862782893746584,16.572105925162965
0.0,-8.749847833367811,0.0,19.862782893746584,16.572105925162965,7.352878216623297
-8.749847833367811,0.0,19.862782893746584,16.572105925162965,7.352878216623297,0.0
