5_augmented,4_augmented,3_augmented,2_augmented,1_augmented,target
-0.08003394162810266,-0.32365351965341166,0.1692665788236279,0.16546308125460554,0.48548027948011746,1.0308667160947529
-0.35392260568118566,0.18509691690098296,0.1809377043833129,0.5308839085217786,0.08300794590624248,-1.0203482852340318
0.37023979704165993,0.3619203391912676,1.0618996460591106,0.16603650433363376,-0.164342353708803,-2.0617334321895058
0.24609703205384723,0.7220659436221134,0.11290078645596303,-0.11174880521734389,-0.22580157291192607,3.15770357865483
0.6876758574384643,0.10752362137745838,-0.10642650595051197,-0.21504724275491677,0.32936141861264573,2.0418701798810415
0.2784254833475559,-0.27558457370256456,-0.5568509666951118,0.8528601529457734,0.5514861260823606,9.999309924792103
-0.05665139423643774,-0.11447078920764958,0.17532083201879878,0.1133679491738796,0.5551779297711004,-2.727101633172632
-0.09898804173655261,0.15160781154118438,0.09803436633999765,0.4800873346273924,-0.13093373084493912,-2.803557495417085
0.14258749497768178,0.09220154671481005,0.4515232409145107,-0.12314347459721957,-0.12659587270940698,1.922949320074065
0.09372783089315707,0.45899765759534383,-0.12518196466209638,-0.12869151301529097,0.08826901458471455,-1.8866696194547168
0.4219773565268915,-0.11508545557660388,-0.11831194249255667,0.08114970702209814,-0.07961868015343572,8.653271940333292
-0.1428734406750945,-0.1468789797301014,0.1007437281621193,-0.09884302684937855,0.4533467767295368,-1.7698034175446171
-0.1562046165778766,0.10714014666432631,-0.10511876606697124,0.48213065998946836,-0.09860738176680228,-7.206759139727576
0.07008370277993557,-0.06876145485139759,0.3153766625097101,-0.06450215582870057,-0.2626571383253085,-10.680012769566899
-0.04401101619356008,0.20185796578595322,-0.041284836553145986,-0.16811464494419937,-0.24913647312807588,3.2606657373304864
0.1783050224976824,-0.03646768995100063,-0.14849889838259378,-0.22006703710270945,0.06718765822465778,-3.15770357865483
-0.07812561330364695,-0.3181327779918166,-0.4714549307802769,0.14393774358315722,-0.13939261630299687,-1.0868885791101621
-0.3091337831196766,-0.4581189251938109,0.13986618885500673,-0.1354496292042041,-0.04662206295166891,8.791917120319901
-0.25248837685089637,0.07708606883110419,-0.0746519192769801,-0.02569535627703473,0.2078515195639789,-2.0212229449586596
0.16899864785206611,-0.16366217150096316,-0.05633288261735537,0.45568059563748464,-0.10475895790079973,2.0629191399512994
-0.17054032892993834,-0.05870035966789584,0.4748312817452109,-0.1091616161200379,0.11141353199245835,-1.0111923434615557
-0.06899202889034003,0.558081308079608,-0.12830042977043019,0.13094716389280417,-0.064187086620145,-11.223831137574349
0.20901111381706697,-0.048050732646470876,0.04904198040712176,-0.024039175426451214,-0.26682524587694645,5.7467465554592785
-0.06314297643798214,0.06444556498445622,-0.03158963462032482,-0.3506323272409925,0.17952828175213595,-9.78199721199146
0.04697092915406505,-0.023023996920687368,-0.2555571699299081,0.13084857282831625,-0.22272782734497276,34.938723940314695
-0.0035941449977675713,-0.039893573957262105,0.02042602529508497,-0.034768772306267064,0.12418491960549378,3.5712085203092734
-0.040665038209644185,0.02082102495969992,-0.03544113284639397,0.12658641480026414,0.012938837831123018,0.8630091780047533
0.025812416876312794,-0.0439373804781745,0.1569327790551461,0.01604064529188133,0.0038763415883689353,17.948465894023094
-0.04075667323175872,0.14557212846313317,0.014879433672940683,0.003595726138710244,0.07478224984130204,5.072119346618809
0.21741687780088154,0.022222935439426206,0.005370338118696863,0.11168980935481071,0.03156281133962261,-2.75843988380058
0.07229194594706788,0.01746988799263397,0.36333065371694967,0.1026748719817373,-0.05583907684020595,7.091729688727822
0.017449918833065185,0.36291534436846595,0.1025575082697792,-0.055775249331061885,0.14339373277633619,9.2717204307554
0.4016154232894898,0.11349389805205946,-0.061722935435952385,0.1586847610046444,0.20746430070436464,3.030118285236011
0.30000643283845885,-0.16315659257702766,0.4194626311362549,0.5484050320228857,0.17922586510868288,1.1770755033631595
-0.08853857998494159,0.01719589286472586,0.23781054037876367,0.08697025738698873,0.1909515442843845,-2.5972343815592147
0.02255492815505209,0.31192330022943765,0.11407421076772285,0.25046087436758413,-0.04716068947734894,3.1109004386432715
0.33556246844427967,0.12271934710518154,0.2694421006371726,-0.05073477153810859,0.060768802443473185,-4.74157318834269
0.143825352535165,0.3157823605331137,-0.05946044021897691,0.07122018362012046,-0.10855240139709599,0.9049208942809801
0.33148194527852054,-0.062416603503845175,0.07476099985330037,-0.11394924377351626,0.021747012538303405,-1.3452044217905703
