Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,121.809998,123.449997,120.669998,122.589996,116.402611,3535300
2020-05-12,123.010002,124.320000,120.260002,120.260002,114.190208,4784500
2020-05-13,119.949997,119.989998,114.849998,115.730003,109.888863,5882800
2020-05-14,114.570000,117.089996,111.809998,116.949997,111.047279,5259400
2020-05-15,115.930000,117.389999,115.250000,116.980003,111.075768,4786300
2020-05-18,119.879997,122.360001,119.750000,121.559998,115.424606,4205700
2020-05-19,121.190002,122.169998,120.139999,120.290001,114.218712,3241100
2020-05-20,120.930000,122.470001,120.599998,121.379997,115.253693,3840700
2020-05-21,120.989998,121.720001,118.970001,119.120003,113.107758,4000900
2020-05-22,119.370003,119.470001,117.589996,118.389999,112.414597,4180800
2020-05-26,121.300003,122.620003,121.010002,121.760002,115.614510,5469300
2020-05-27,123.940002,125.830002,123.470001,125.540001,119.203728,5727500
2020-05-28,126.870003,126.970001,124.220001,124.529999,118.244705,3915300
2020-05-29,123.669998,125.129997,122.239998,124.900002,118.596031,7929900
2020-06-01,124.639999,125.750000,124.029999,124.889999,118.586533,2871700
2020-06-02,125.669998,126.000000,124.660004,126.000000,119.640511,2978100
2020-06-03,127.150002,129.600006,127.000000,129.050003,122.536575,3917700
2020-06-04,127.779999,128.949997,127.019997,128.889999,122.384644,3864800
2020-06-05,133.889999,134.229996,131.750000,132.059998,125.394646,5892700
2020-06-08,132.270004,135.880005,132.270004,135.750000,128.898422,5370500
2020-06-09,133.520004,133.600006,131.020004,131.869995,125.214218,5393600
2020-06-10,132.149994,132.229996,129.800003,129.869995,123.315178,4734800
2020-06-11,126.029999,126.099998,117.839996,118.010002,112.053787,11763600
2020-06-12,121.250000,123.120003,119.279999,121.910004,115.756943,6220300
2020-06-15,119.190002,122.370003,118.290001,121.650002,115.510063,5149100
2020-06-16,125.000000,127.500000,123.160004,125.150002,118.833405,5606700
2020-06-17,125.830002,126.250000,123.400002,124.150002,117.883888,3156800
2020-06-18,123.000000,124.400002,122.330002,124.160004,117.893379,2865400
2020-06-19,126.169998,126.820000,122.250000,122.470001,116.288673,8099000
2020-06-22,122.120003,122.500000,120.529999,121.070000,114.959335,4773500
2020-06-23,122.010002,122.900002,119.230003,119.410004,113.383125,6632600
2020-06-24,118.320000,118.320000,115.879997,116.419998,110.544029,6751000
2020-06-25,116.760002,119.209999,116.099998,119.029999,113.022293,6130600
2020-06-26,118.260002,118.989998,116.260002,117.190002,111.275169,10750100
2020-06-29,117.980003,119.779999,117.370003,119.750000,113.705963,4159500
2020-06-30,119.190002,121.199997,119.000000,120.769997,114.674469,3919500
2020-07-01,120.269997,121.230003,118.370003,118.540001,112.557037,4655800
